						B-Baseline
0.96	34.0					-39.409355435225706
0.97	46.0					-27.455163523563655
0.98	43.0					-30.500971611901605
0.99	47.0					-26.546779700239554
1.0	37.0					-36.59258778857752
1.01	27.0					-46.63839587691547
1.02	35.0					-38.68420396525342
1.03	39.0					-34.73001205359138
1.04	44.0					-29.77582014192933
1.05	41.0					-32.82162823026728
1.06	43.0					-30.86743631860523
1.07	41.0					-32.91324440694319
1.08	31.0					-42.95905249528114
1.09	35.0					-39.00486058361909
1.1	41.0					-33.050668671957055
1.11	39.0					-35.096476760295005
1.12	43.0					-31.142284848632954
1.13	35.0					-39.18809293697092
1.14	31.0					-43.23390102530887
1.15	38.0					-36.27970911364682
1.16	35.0					-39.325517201984766
1.17	36.0					-38.37132529032273
1.18	42.0					-32.41713337866068
1.19	40.0					-34.46294146699863
1.2	61.0					-13.508749555336593
1.21	45.0					-29.554557643674542
1.22	66.0					-8.600365732012492
1.23	57.0					-17.64617382035044
1.24	87.0					12.308018091311595
1.25	82.0					7.262210002973646
1.26	72.0					-2.7835980853643036
1.27	77.0					2.1705938262977327
1.28	70.0					-4.875214262040217
1.29	65.0					-9.921022350378166
1.3	58.0					-16.96683043871613
1.31	63.0					-12.01263852705408
1.32	38.0					-37.05844661539203
1.33	44.0					-31.104254703729993
1.34	49.0					-26.150062792067942
1.35	51.0					-24.19587088040589
1.36	46.0					-29.24167896874384
1.37	49.0					-26.287487057081805
1.38	50.0					-25.333295145419754
1.39	75.0					-0.3791032337577036
1.4	84.0					8.575088677904333
1.41	138.0					62.52928058956638
1.42	202.0					126.48347250122843
1.43	286.0					210.43766441289048
1.44	393.0					317.3918563245525
1.45	546.0					470.3460482362146
1.46	656.0					580.3002401478766
1.47	694.0					618.2544320595387
1.48	811.0					735.2086239712007
1.49	828.0					752.1628158828628
1.5	842.0					766.1170077945249
1.51	732.0					656.0711997061868
1.52	671.0					595.0253916178489
1.53	579.0					502.97958352951093
1.54	440.0					363.933775441173
1.55	375.0					298.88796735283506
1.56	245.0					168.84215926449707
1.57	208.0					131.79635117615913
1.58	148.0					71.75054308782117
1.59	132.0					55.70473499948322
1.6	106.0					29.658926911145272
1.61	101.0					24.61311882280731
1.62	140.0					63.56731073446936
1.63	218.0					141.5215026461314
1.64	324.0					247.47569455779345
1.65	526.0					449.4298864694555
1.66	852.0					775.3840783811175
1.67	1345.0					1268.3382702927795
1.68	1921.0					1844.2924622044416
1.69	2729.0					2652.246654116104
1.7	3616.0					3539.2008460277657
1.71	4630.0					4553.1550379394275
1.72	5530.0					5453.10922985109
1.73	6245.0					6168.063421762752
1.74	6643.0					6566.017613674414
1.75	6751.0					6673.971805586076
1.76	6437.0					6359.925997497738
1.77	5749.0					5671.8801894094
1.78	4993.0					4915.834381321062
1.79	4004.0					3926.788573232724
1.8	3088.0					3010.7427651443863
1.81	2172.0					2094.696957056048
1.82	1742.0					1664.6511489677102
1.83	1198.0					1120.6053408793723
1.84	799.0					721.5595327910344
1.85	585.0					507.51372470269644
1.86	428.0					350.4679166143585
1.87	308.0					230.4221085260205
1.88	264.0					186.37630043768257
1.89	199.0					121.33049234934461
1.9	127.0					49.28468426100666
1.91	120.0					42.2388761726687
1.92	85.0					7.193068084330747
1.93	64.0					-13.852740004007202
1.94	61.0					-16.898548092345166
1.95	66.0					-11.944356180683116
1.96	65.0					-12.990164269021065
1.97	64.0					-14.035972357359014
1.98	72.0					-6.081780445696978
1.99	66.0					-12.127588534034928
2.0	69.0					-9.173396622372877
2.01	78.0					-0.2192047107108408
2.02	67.0					-11.26501279904879
2.03	60.0					-18.31082088738674
2.04	61.0					-17.356628975724703
2.05	59.0					-19.402437064062653
2.06	60.0					-18.448245152400602
2.07	59.0					-19.494053240738552
2.08	34.0					-44.539861329076516
2.09	36.0					-42.585669417414465
2.1	35.0					-43.631477505752414
2.11	35.0					-43.67728559409038
2.12	30.0					-48.72309368242833
2.13	34.0					-44.76890177076628
2.14	28.0					-50.81470985910424
2.15	27.0					-51.86051794744219
2.16	27.0					-51.90632603578014
2.17	28.0					-50.95213412411809
2.18	17.0					-61.99794221245605
2.19	28.0					-51.043750300794
2.2	25.0					-54.08955838913195
2.21	30.0					-49.135366477469915
2.22	40.0					-39.181174565807865
2.23	23.0					-56.226982654145814
2.24	31.0					-48.27279074248378
2.25	38.0					-41.31859883082173
2.26	49.0					-30.364406919159677
2.27	46.0					-33.41021500749763
2.28	58.0					-21.45602309583559
2.29	75.0					-4.50183118417354
2.3	64.0					-15.54763927251149
2.31	74.0					-5.593447360849453
2.32	61.0					-18.639255449187402
2.33	72.0					-7.685063537525352
2.34	76.0					-3.7308716258633012
2.35	70.0					-9.776679714201265
2.36	55.0					-24.822487802539214
2.37	43.0					-36.868295890877164
2.38	47.0					-32.91410397921513
2.39	45.0					-34.95991206755308
2.4	41.0					-39.00572015589103
2.41	39.0					-41.05152824422899
2.42	45.0					-35.09733633256694
2.43	41.0					-39.14314442090489
2.44	42.0					-38.18895250924284
2.45	49.0					-31.234760597580802
2.46	35.0					-45.28056868591875
2.47	41.0					-39.3263767742567
2.48	36.0					-44.372184862594665
2.49	39.0					-41.417992950932614
2.5	33.0					-47.463801039270564
2.51	33.0					-47.50960912760851
2.52	32.0					-48.55541721594648
2.53	41.0					-39.601225304284426
2.54	28.0					-52.647033392622376
2.55	35.0					-45.69284148096034
2.56	34.0					-46.73864956929829
2.57	55.0					-25.78445765763624
2.58	61.0					-19.830265745974202
2.59	64.0					-16.87607383431215
2.6	88.0					7.078118077349899
2.61	118.0					37.032309989011935
2.62	146.0					64.98650190067399
2.63	196.0					114.94069381233604
2.64	233.0					151.89488572399807
2.65	257.0					175.84907763566014
2.66	320.0					238.80326954732217
2.67	370.0					288.7574614589842
2.68	401.0					319.7116533706463
2.69	459.0					377.6658452823083
2.7	481.0					399.62003719397035
2.71	461.0					379.5742291056324
2.72	427.0					345.5284210172945
2.73	455.0					373.4826129289565
2.74	373.0					291.43680484061855
2.75	359.0					277.39099675228056
2.76	306.0					224.34518866394262
2.77	280.0					198.2993805756047
2.78	270.0					188.25357248726672
2.79	247.0					165.20776439892876
2.8	232.0					150.16195631059082
2.81	263.0					181.11614822225286
2.82	279.0					197.0703401339149
2.83	283.0					201.02453204557696
2.84	281.0					198.97872395723903
2.85	293.0					210.93291586890103
2.86	252.0					169.8871077805631
2.87	256.0					173.84129969222516
2.88	250.0					167.7954916038872
2.89	187.0					104.74968351554924
2.9	194.0					111.70387542721129
2.91	172.0					89.65806733887334
2.92	162.0					79.61225925053537
2.93	140.0					57.566451162197424
2.94	116.0					33.520643073859475
2.95	100.0					17.47483498552151
2.96	104.0					21.42902689718356
2.97	85.0					2.383218808845612
2.98	79.0					-3.6625892794923516
2.99	92.0					9.291602632169699
3.0	66.0					-16.75420545616825
3.01	68.0					-14.8000135445062
3.02	43.0					-39.845821632844164
3.03	50.0					-32.89162972118211
3.04	42.0					-40.93743780952006
3.05	45.0					-37.98324589785801
3.06	39.0					-44.029053986195976
3.07	34.0					-49.074862074533925
3.08	39.0					-44.120670162871875
3.09	27.0					-56.16647825120984
3.1	42.0					-41.21228633954779
3.11	25.0					-58.25809442788574
3.12	42.0					-41.3039025162237
3.13	28.0					-55.34971060456165
3.14	30.0					-53.3955186928996
3.15	40.0					-43.441326781237564
3.16	30.0					-53.48713486957551
3.17	41.0					-42.53294295791346
3.18	48.0					-35.578751046251426
3.19	49.0					-34.624559134589376
3.2	59.0					-24.670367222927325
3.21	58.0					-25.716175311265275
3.22	81.0					-2.7619833996032384
3.23	128.0					44.19220851205881
3.24	142.0					58.14640042372086
3.25	209.0					125.10059233538291
3.26	249.0					165.05478424704495
3.27	292.0					208.00897615870701
3.28	356.0					271.9631680703691
3.29	403.0					318.9173599820311
3.3	484.0					399.87155189369315
3.31	460.0					375.82574380535516
3.32	524.0					439.7799357170172
3.33	441.0					356.7341276286793
3.34	461.0					376.68831954034135
3.35	417.0					332.64251145200336
3.36	373.0					288.5967033636654
3.37	313.0					228.55089527532746
3.38	206.0					121.50508718698951
3.39	183.0					98.45927909865155
3.4	158.0					73.4134710103136
3.41	127.0					42.36766292197565
3.42	87.0					2.321854833637701
3.43	74.0					-10.723953254700263
3.44	50.0					-34.76976134303821
3.45	48.0					-36.81556943137616
3.46	44.0					-40.861377519714125
3.47	50.0					-34.907185608052075
3.48	39.0					-45.952993696390024
3.49	37.0					-47.99880178472799
3.5	40.0					-45.04460987306594
3.51	65.0					-20.090417961403887
3.52	56.0					-29.13622604974185
3.53	68.0					-17.1820341380798
3.54	89.0					3.7721577735822507
3.55	105.0					19.7263496852443
3.56	111.0					25.680541596906338
3.57	177.0					91.63473350856839
3.58	186.0					100.58892542023044
3.59	237.0					151.5431173318925
3.6	314.0					228.49730924355453
3.61	413.0					327.4515011552166
3.62	522.0					436.4056930668786
3.63	635.0					549.3598849785407
3.64	754.0					668.3140768902027
3.65	930.0					844.2682688018648
3.66	1120.0					1034.2224607135267
3.67	1207.0					1121.1766526251888
3.68	1270.0					1184.1308445368509
3.69	1306.0					1220.085036448513
3.7	1322.0					1236.039228360175
3.71	1158.0					1071.993420271837
3.72	1103.0					1016.9476121834991
3.73	1027.0					940.9018040951611
3.74	797.0					710.8559960068231
3.75	723.0					636.8101879184852
3.76	604.0					517.7643798301473
3.77	486.0					399.71857174180934
3.78	364.0					277.67276365347135
3.79	240.0					153.62695556513341
3.8	171.0					84.58114747679545
3.81	118.0					31.5353393884575
3.82	89.0					2.489531300119552
3.83	67.0					-19.556276788218412
3.84	50.0					-36.60208487655636
3.85	45.0					-41.64789296489431
3.86	37.0					-49.693701053232274
3.87	43.0					-43.739509141570224
3.88	45.0					-41.78531722990817
3.89	43.0					-43.83112531824614
3.9	51.0					-35.87693340658409
3.91	64.0					-22.922741494922036
3.92	50.0					-36.968549583259986
3.93	82.0					-5.014357671597949
3.94	98.0					10.939834240064101
3.95	102.0					14.894026151726152
3.96	125.0					37.8482180633882
3.97	145.0					57.80240997505024
3.98	156.0					68.75660188671229
3.99	213.0					125.71079379837434
4.0	211.0					123.66498571003638
4.01	183.0					95.61917762169843
4.02	218.0					130.57336953336048
4.03	224.0					136.5275614450225
4.04	207.0					119.48175335668456
4.05	176.0					88.43594526834661
4.06	183.0					95.39013718000865
4.07	120.0					32.3443290916707
4.08	125.0					37.29852100333275
4.09	100.0					12.252712914994788
4.1	80.0					-7.793095173343147
4.11	60.0					-27.83890326168111
4.12	56.0					-31.88471135001906
4.13	55.0					-32.93051943835701
4.14	34.0					-53.97632752669497
4.15	39.0					-49.02213561503292
4.16	32.0					-56.06794370337087
4.17	19.0					-69.11375179170884
4.18	27.0					-61.159559880046785
4.19	27.0					-61.205367968384735
4.2	29.0					-59.2511760567227
4.21	30.0					-58.29698414506065
4.22	31.0					-57.3427922333986
4.23	19.0					-69.38860032173656
4.24	35.0					-53.43440841007451
4.25	25.0					-63.48021649841246
4.26	38.0					-50.526024586750424
4.27	25.0					-63.57183267508837
4.28	27.0					-61.61764076342632
4.29	32.0					-56.66344885176427
4.3	37.0					-51.70925694010222
4.31	41.0					-47.755065028440185
4.32	24.0					-64.80087311677813
4.33	44.0					-44.846681205116084
4.34	46.0					-42.89248929345405
4.35	50.0					-38.938297381792
4.36	40.0					-48.98410547012995
4.37	64.0					-25.02991355846791
4.38	83.0					-6.07572164680586
4.39	83.0					-6.12152973514381
4.4	98.0					8.832662176518227
4.41	174.0					84.78685408818028
4.42	183.0					93.74104599984233
4.43	246.0					156.69523791150436
4.44	322.0					232.64942982316643
4.45	393.0					303.6036217348285
4.46	466.0					376.5578136464905
4.47	574.0					484.51200555815257
4.48	593.0					503.4661974698146
4.49	694.0					604.4203893814766
4.5	671.0					581.3745812931387
4.51	735.0					645.3287732048008
4.52	662.0					572.2829651164628
4.53	677.0					587.2371570281248
4.54	675.0					585.1913489397868
4.55	608.0					518.1455408514489
4.56	545.0					455.099732763111
4.57	481.0					391.05392467477304
4.58	359.0					269.00811658643505
4.59	311.0					220.96230849809712
4.6	273.0					182.91650040975915
4.61	224.0					133.8706923214212
4.62	157.0					66.82488423308325
4.63	172.0					81.77907614474529
4.64	154.0					63.73326805640734
4.65	133.0					42.68745996806939
4.66	102.0					11.641651879731427
4.67	120.0					29.59584379139349
4.68	99.0					8.550035703055528
4.69	83.0					-7.495772385282422
4.7	92.0					1.458419526379629
4.71	89.0					-1.5873885619583348
4.72	82.0					-8.633196650296284
4.73	70.0					-20.679004738634234
4.74	65.0					-25.724812826972197
4.75	71.0					-19.770620915310147
4.76	56.0					-34.816429003648096
4.77	57.0					-33.86223709198606
4.78	63.0					-27.90804518032401
4.79	64.0					-26.95385326866196
4.8	63.0					-27.999661356999923
4.81	74.0					-17.045469445337872
4.82	96.0					4.908722466324178
4.83	86.0					-5.137085622013785
4.84	96.0					4.817106289648265
4.85	102.0					10.771298201310316
4.86	110.0					18.725490112972352
4.87	139.0					47.67968202463442
4.88	153.0					61.63387393629645
4.89	154.0					62.588065847958504
4.9	170.0					78.54225775962055
4.91	183.0					91.49644967128259
4.92	194.0					102.45064158294464
4.93	188.0					96.40483349460669
4.94	195.0					103.35902540626873
4.95	176.0					84.31321731793078
4.96	175.0					83.26740922959283
4.97	132.0					40.221601141254865
4.98	139.0					47.175793052916916
4.99	137.0					45.129984964578966
5.0	125.0					33.084176876241
5.01	93.0					1.0383687879030532
5.02	87.0					-5.007439300434896
5.03	72.0					-20.05324738877286
5.04	74.0					-18.09905547711081
5.05	73.0					-19.14486356544876
5.06	47.0					-45.19067165378671
5.07	44.0					-48.23647974212466
5.08	52.0					-40.28228783046262
5.09	53.0					-39.32809591880057
5.1	52.0					-40.37390400713852
5.11	40.0					-52.419712095476484
5.12	46.0					-46.465520183814434
5.13	45.0					-47.51132827215238
5.14	43.0					-49.55713636049035
5.15	44.0					-48.602944448828296
5.16	45.0					-47.648752537166246
5.17	64.0					-28.69456062550421
5.18	53.0					-39.74036871384216
5.19	63.0					-29.78617680218011
5.2	46.0					-46.83198489051807
5.21	49.0					-43.87779297885602
5.22	62.0					-30.92360106719397
5.23	51.0					-41.969409155531935
5.24	66.0					-27.015217243869884
5.25	51.0					-42.061025332207834
5.26	63.0					-30.106833420545783
5.27	70.0					-23.152641508883733
5.28	73.0					-20.198449597221696
5.29	60.0					-33.244257685559646
5.3	78.0					-15.290065773897595
5.31	86.0					-7.335873862235559
5.32	78.0					-15.381681950573508
5.33	78.0					-15.427490038911458
5.34	117.0					23.52670187275058
5.35	96.0					2.480893784412629
5.36	110.0					16.43508569607468
5.37	119.0					25.389277607736716
5.38	109.0					15.343469519398766
5.39	152.0					58.29766143106082
5.4	148.0					54.25185334272285
5.41	162.0					68.2060452543849
5.42	140.0					46.160237166046954
5.43	162.0					68.114429077709
5.44	132.0					38.06862098937104
5.45	121.0					27.02281290103309
5.46	128.0					33.97700481269514
5.47	116.0					21.931196724357193
5.48	98.0					3.885388636019229
5.49	111.0					16.83958054768128
5.5	99.0					4.79377245934333
5.51	66.0					-28.252035628994633
5.52	78.0					-16.297843717332583
5.53	64.0					-30.343651805670532
5.54	94.0					-0.3894598940084961
5.55	66.0					-28.435267982346446
5.56	51.0					-43.481076070684395
5.57	57.0					-37.52688415902236
5.58	73.0					-21.572692247360308
5.59	67.0					-27.618500335698258
5.6	53.0					-41.66430842403621
5.61	64.0					-30.71011651237417
5.62	53.0					-41.75592460071212
5.63	77.0					-17.80173268905007
5.64	59.0					-35.84754077738802
5.65	60.0					-34.89334886572598
5.66	52.0					-42.93915695406393
5.67	60.0					-34.98496504240188
5.68	46.0					-49.030773130739846
5.69	57.0					-38.076581219077795
5.7	56.0					-39.122389307415744
5.71	51.0					-44.16819739575371
5.72	42.0					-53.21400548409166
5.73	58.0					-37.25981357242961
5.74	57.0					-38.30562166076757
5.75	54.0					-41.35142974910552
5.76	71.0					-24.39723783744347
5.77	73.0					-22.44304592578142
5.78	109.0					13.511145985880617
5.79	112.0					16.465337897542668
5.8	127.0					31.419529809204718
5.81	139.0					43.37372172086677
5.82	167.0					71.3279136325288
5.83	184.0					88.28210554419086
5.84	234.0					138.2362974558529
5.85	234.0					138.19048936751494
5.86	282.0					186.144681279177
5.87	285.0					189.09887319083904
5.88	295.0					199.05306510250108
5.89	281.0					185.00725701416314
5.9	313.0					216.96144892582518
5.91	351.0					254.91564083748722
5.92	295.0					198.86983274914928
5.93	268.0					171.82402466081132
5.94	252.0					155.77821657247335
5.95	239.0					142.73240848413542
5.96	188.0					91.68660039579746
5.97	210.0					113.6407923074595
5.98	177.0					80.59498421912154
5.99	148.0					51.54917613078359
6.0	126.0					29.503368042445643
6.01	109.0					12.457559954107694
6.02	105.0					8.41175186576973
6.03	92.0					-4.634056222568219
6.04	102.0					5.320135689093831
6.05	80.0					-16.725672399244132
6.06	89.0					-7.771480487582082
6.07	83.0					-13.817288575920031
6.08	94.0					-2.863096664257995
6.09	71.0					-25.908904752595944
6.1	110.0					13.045287159066106
6.11	97.0					-5.209292718575398E-4
6.12	86.0					-11.046329017609807
6.13	101.0					3.9078628940522435
6.14	99.0					1.862054805714294
6.15	111.0					13.81624671737633
6.16	126.0					28.77043862903838
6.17	131.0					33.72463054070043
6.18	148.0					50.67882245236248
6.19	176.0					78.63301436402452
6.2	213.0					115.58720627568657
6.21	273.0					175.54139818734862
6.22	385.0					287.49559009901066
6.23	499.0					401.4497820106727
6.24	676.0					578.4039739223348
6.25	976.0					878.3581658339967
6.26	1392.0					1294.3123577456588
6.27	2009.0					1911.2665496573209
6.28	2628.0					2530.2207415689827
6.29	3613.0					3515.174933480645
6.3	4653.0					4555.129125392307
6.31	5945.0					5847.083317303969
6.32	7172.0					7074.037509215631
6.33	9031.0					8932.991701127294
6.34	10583.0					10484.945893038956
6.35	12444.0					12345.900084950617
6.36	13896.0					13797.85427686228
6.37	15058.0					14959.808468773941
6.38	16327.0					16228.762660685603
6.39	17090.0					16991.716852597267
6.4	17409.0					17310.671044508927
6.41	16966.0					16867.62523642059
6.42	16568.0					16469.57942833225
6.43	15122.0					15023.533620243914
6.44	13925.0					13826.487812155576
6.45	12253.0					12154.442004067238
6.46	10681.0					10582.3961959789
6.47	9120.0					9021.350387890561
6.48	7462.0					7363.304579802224
6.49	5896.0					5797.258771713886
6.5	4503.0					4404.212963625548
6.51	3488.0					3389.16715553721
6.52	2596.0					2497.1213474488723
6.53	1963.0					1864.075539360534
6.54	1442.0					1343.0297312721962
6.55	921.0					821.9839231838582
6.56	665.0					565.9381150955203
6.57	501.0					401.8923070071823
6.58	318.0					218.84649891884433
6.59	247.0					147.80069083050637
6.6	182.0					82.75488274216842
6.61	171.0					71.70907465383047
6.62	132.0					32.663266565492506
6.63	129.0					29.617458477154557
6.64	127.0					27.571650388816607
6.65	124.0					24.525842300478644
6.66	126.0					26.480034212140694
6.67	106.0					6.434226123802745
6.68	87.0					-12.611581964535205
6.69	118.0					18.34260994712683
6.7	99.0					-0.7031981412111179
6.71	96.0					-3.7490062295490674
6.72	95.0					-4.794814317887017
6.73	124.0					24.15937759377502
6.74	126.0					26.11356950543707
6.75	96.0					-3.9322385829008795
6.76	89.0					-10.978046671238843
6.77	133.0					32.97614524042321
6.78	112.0					11.930337152085258
6.79	118.0					17.884529063747294
6.8	141.0					40.838720975409345
6.81	123.0					22.792912887071395
6.82	109.0					8.747104798733432
6.83	155.0					54.70129671039548
6.84	129.0					28.655488622057533
6.85	170.0					69.60968053371958
6.86	181.0					80.56387244538162
6.87	217.0					116.51806435704367
6.88	229.0					128.47225626870573
6.89	250.0					149.42644818036777
6.9	334.0					233.3806400920298
6.91	370.0					269.3348320036919
6.92	435.0					334.28902391535394
6.93	554.0					453.24321582701594
6.94	712.0					611.197407738678
6.95	799.0					698.15159965034
6.96	1055.0					954.1057915620021
6.97	1301.0					1200.059983473664
6.98	1514.0					1413.014175385326
6.99	1712.0					1610.9683672969882
7.0	1968.0					1866.9225592086502
7.01	2177.0					2075.8767511203123
7.02	2411.0					2309.830943031974
7.03	2528.0					2426.7851349436364
7.04	2584.0					2482.7393268552983
7.05	2706.0					2604.6935187669606
7.06	2817.0					2715.6477106786224
7.07	2710.0					2608.6019025902847
7.08	2598.0					2496.5560945019465
7.09	2379.0					2277.510286413609
7.1	2182.0					2080.4644783252706
7.11	1919.0					1817.4186702369327
7.12	1641.0					1539.3728621485948
7.13	1445.0					1343.3270540602568
7.14	1208.0					1106.281245971919
7.15	931.0					829.235437883581
7.16	749.0					647.189629795243
7.17	580.0					478.14382170690504
7.18	462.0					360.0980136185671
7.19	367.0					265.0522055302291
7.2	262.0					160.00639744189118
7.21	210.0					107.96058935355325
7.22	163.0					60.91478126521528
7.23	132.0					29.868973176877333
7.24	113.0					10.823165088539383
7.25	99.0					-3.222642999798566
7.26	91.0					-11.268451088136516
7.27	80.0					-22.31425917647448
7.28	82.0					-20.36006726481243
7.29	70.0					-32.40587535315038
7.3	73.0					-29.451683441488342
7.31	80.0					-22.49749152982629
7.32	75.0					-27.54329961816424
7.33	64.0					-38.589107706502205
7.34	58.0					-44.634915794840154
7.35	78.0					-24.680723883178104
7.36	86.0					-16.726531971516067
7.37	71.0					-31.772340059854017
7.38	77.0					-25.818148148191966
7.39	56.0					-46.86395623652993
7.4	75.0					-27.90976432486788
7.41	78.0					-24.95557241320583
7.42	82.0					-21.001380501543792
7.43	90.0					-13.047188589881728
7.44	93.0					-10.092996678219691
7.45	84.0					-19.13880476655764
7.46	98.0					-5.18461285489559
7.47	94.0					-9.230420943233554
7.48	107.0					3.7237709684284965
7.49	95.0					-8.322037119909453
7.5	88.0					-15.367845208247417
7.51	98.0					-5.413653296585366
7.52	91.0					-12.459461384923316
7.53	78.0					-25.50526947326128
7.54	81.0					-22.55107756159923
7.55	78.0					-25.596885649937178
7.56	78.0					-25.642693738275142
7.57	80.0					-23.68850182661309
7.58	64.0					-39.73430991495104
7.59	74.0					-29.780118003289004
7.6	52.0					-51.82592609162694
7.61	63.0					-40.8717341799649
7.62	65.0					-38.91754226830287
7.63	67.0					-36.9633503566408
7.64	57.0					-47.009158444978766
7.65	78.0					-26.054966533316716
7.66	67.0					-37.100774621654665
7.67	69.0					-35.14658270999263
7.68	78.0					-26.192390798330578
7.69	68.0					-36.23819888666853
7.7	65.0					-39.28400697500649
7.71	79.0					-25.32981506334444
7.72	65.0					-39.37562315168239
7.73	79.0					-25.421431240020354
7.74	77.0					-27.467239328358303
7.75	62.0					-42.51304741669625
7.76	76.0					-28.558855505034217
7.77	79.0					-25.604663593372152
7.78	76.0					-28.650471681710115
7.79	76.0					-28.69627977004808
7.8	79.0					-25.742087858386014
7.81	91.0					-13.787895946723978
7.82	84.0					-20.833704035061928
7.83	83.0					-21.879512123399877
7.84	76.0					-28.92532021173784
